snapshot_year,open_date,latitude,longitude,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_num
2025,1995-08-30,34.040539,-118.271387,,8,
2025,1997-07-30,32.89947,-117.243,,1,
2025,2012-12-11,34.221665,-118.468371,,2,
2025,1997-08-30,33.909914,-117.459053,,4,
2025,2014-01-20,34.14762,-118.147111,,26,
2025,1997-08-30,34.145138,-118.152655,,3,
2025,1997-08-30,34.145119,-118.150133,,3,
2025,2012-05-04,33.7637,-118.192,,1,
2025,1998-06-30,33.94325,-118.403342,,20,
2025,1998-05-30,34.228315,-119.170865,,1,
2025,2011-12-12,33.824004,-116.543589,,2,
2025,1998-05-30,34.0189,-117.38,,4,
2025,1998-06-30,38.69005,-121.58889,,4,
2025,1998-06-30,34.017081,-118.44704,,2,
2025,2019-04-08,34.010021,-118.49583,,3,
2025,1998-05-30,34.13722,-118.35835,1,10,
2025,1998-06-15,33.94756,-118.153806,,4,
2025,1998-07-01,37.80619,-122.4152,,1,
2025,2019-11-01,38.599693,-121.427045,,4,
2025,2002-01-31,37.78881,-122.401,,2,
2025,2002-01-31,37.791791,-122.411265,,1,
2025,2002-01-15,34.248959,-118.523887,,2,
2025,2002-01-15,34.241687,-118.528543,,2,
2025,2002-01-15,34.236853,-118.532588,,4,
2025,2013-03-26,33.740758,-118.28192,,4,
2025,2013-07-01,34.077588,-118.474585,12,15,
2025,2014-06-01,34.145528,-118.050548,,3,
2025,2017-04-25,34.029971,-118.385231,,6,
2025,2002-05-30,33.777054,-117.870566,,8,
2025,2002-05-30,34.16657601660278,-119.045854662704,,5,
2025,2002-05-30,33.919899,-117.898618,,4,
2025,2002-05-15,34.192178,-118.934793,4,2,
2025,2002-05-30,34.418322,-119.3368,,1,
2025,2002-05-30,34.105275,-117.809208,,2,
2025,2012-10-19,34.267352,-119.2124,,3,
2025,2012-10-18,34.268756,-119.2154,,3,
2025,2004-06-01,38.539336,-121.732405,1,3,
2025,2004-06-01,38.66292,-121.2634,,2,
2025,2004-05-30,38.57277,-121.467902,1,2,
2025,2019-08-01,38.7042,-121.365,,1,
2025,2019-11-01,38.552483,-121.4487,,2,
2025,2004-05-30,38.73323,-120.78962,,2,
2025,2004-06-15,38.356027,-121.9628,,1,
2025,2004-06-15,38.36557,-121.967,,4,
2025,2004-06-15,38.35172,-121.987,,2,
2025,2004-06-15,38.356907,-122.001886,,2,
2025,2004-06-15,38.355867,-121.9862,,1,
2025,2004-06-15,38.351758,-121.994475,,7,
2025,2016-02-01,38.682605,-121.297614,,4,
2025,2004-06-15,38.457369,-121.842567,1,,
2025,2004-05-15,38.72799,-120.828,,3,
2025,2012-05-01,38.6476,-121.067,,2,
2025,1998-06-15,38.74453,-121.17,,1,
2025,2004-07-15,38.618066,-121.334337,,1,
2025,2006-08-15,38.15485,-121.69,,1,
2025,2012-08-27,38.25281,-122.044229,,2,
2025,2005-07-15,38.23723,-122.123,,3,
2025,2005-07-15,38.105062,-122.265895,,,
2025,2011-02-15,33.944761,-118.399767,,20,
2025,2008-12-15,38.368755,-121.961192,1,1,
2025,2008-12-01,38.54643,-121.7388,,2,
2025,2008-12-01,38.5443,-121.738,,2,
2025,2008-12-01,38.544538,-121.749713,3,7,
2025,2008-12-01,38.55755,-121.6947,,1,
2025,1998-06-15,38.569412,-121.721373,,2,
2025,2012-10-25,33.84788,-118.13889,,2,
2025,2008-12-31,37.94495,-122.5096,,2,
2025,2012-12-20,37.7136,-122.2087,,2,
2025,2000-04-15,35.249929,-120.689683,,5,
2025,2000-04-15,35.25982,-120.676,,4,
2025,2010-11-15,34.019875,-118.49151,,3,
2025,2010-11-15,34.010528,-118.4898,,12,2
2025,2011-05-15,39.1458,-123.198497,,1,
2025,2011-03-15,38.007496,-121.83165,,1,1
2025,2011-03-15,35.310665,-119.035408,,3,1
2025,2011-03-15,33.865269,-117.99485,,3,1
2025,2021-06-29,33.824843,-118.245632,,3,1
2025,2021-10-26,39.756973,-121.843684,,,1
2025,2011-03-15,33.998192,-117.928146,,2,1
2025,2011-03-15,33.882561,-117.615799,,2,1
2025,2011-03-15,33.675029755,-117.918548584,,2,1
2025,2011-03-15,38.552643,-121.691847,,1,1
2025,2011-03-15,33.947674638,-118.151525773,,4,2
2025,2011-03-15,34.136548207,-117.975944644,,1,
2025,2012-06-05,32.796397606,-116.975765453,,3,
2025,2012-06-05,34.069202,-118.025177,,1,1
2025,2011-03-15,40.800605,-124.164421,,1,
2025,2011-03-15,33.888743547,-118.307108562,,1,
2025,2011-03-15,34.133446,-118.356601,,2,1
2025,2011-03-15,37.305843,-120.502296,,1,
2025,2011-03-15,34.269809,-118.466606,,1,
2025,2019-11-08,34.082222,-117.694903,,1,1
2025,2011-03-15,34.065513,-117.21228,,3,1
2025,2011-03-15,38.267258,-122.664894,,4,1
2025,2011-03-15,40.571797752,-122.366772406,,1,
2025,2011-03-15,37.98521,-122.32138,,1,1
2025,2011-03-15,33.941878,-117.297603,,1,
2025,2011-03-15,38.752209,-121.256452,,1,1
2025,2011-03-15,37.275144,-121.877656,,1,2
2025,2011-03-15,35.25062,-120.68455,,4,1
2025,2011-03-15,37.323489,-121.987882,,1,2
2025,2014-04-22,34.16924,-118.44896,,1,1
2025,2011-03-15,34.27747,-118.779648,,1,1
2025,2011-03-15,37.759492303,-121.463105737,,1,
2025,2011-03-15,33.724659,-117.799248,,1,1
2025,2011-03-15,36.322916,-119.276228,,1,1
2025,2000-04-15,35.279705,-120.6609,,2,
2025,2011-08-20,34.035802,-118.686393,,2,
2025,2012-03-15,37.702909,-121.91835,,1,
2025,2010-04-30,38.379983,-120.807672,,1,
2025,2012-04-10,37.768766,-122.468341,9,4,
2025,2019-01-23,37.36217972612609,-121.8995386415253,,12,
2025,2012-01-31,37.577801,-122.342262,,1,
2025,2012-01-31,37.70271,-121.91118,,4,1
2025,2012-02-07,33.11587,-117.11955,,2,
2025,2012-01-31,38.24415,-122.0795,,2,1
2025,2012-02-15,33.72323,-116.324409,,2,
2025,2012-04-10,34.063383,-118.35808,,15,
2025,2012-01-31,34.100456,-117.54918,,1,
2025,2014-07-02,34.931994,-120.420843,,2,1
2025,2012-05-31,38.32398,-122.709121,,1,
2025,2012-04-20,33.69276,-117.9183,,2,
2025,2012-04-20,34.02828,-118.2778,,2,
2025,2012-01-01,33.9492,-118.385,,2,
2025,2012-06-30,35.25211177248671,-120.6859746944428,,6,
2025,2012-07-01,35.28059,-120.657,,1,
2025,2005-07-15,38.34962,-121.987,,6,
2025,2012-08-29,34.152947,-118.965356,,1,
2025,2012-06-18,34.0616,-117.5935,,4,
2025,2012-07-16,34.049341,-117.82341,,1,
2025,2012-07-25,38.553545,-121.4561,,50,
2025,2012-02-01,34.511036,-117.325348,,3,
2025,2012-08-29,38.546699,-121.7461,,2,
2025,2012-06-15,38.54246,-121.7279,,2,
2025,2012-08-31,36.673856,-121.665804,,2,
2025,2012-08-29,38.1022,-122.261,,2,
2025,2011-08-01,37.782079,-122.404764,,2,
2025,2012-11-27,34.144224,-118.142129,,6,
2025,2012-11-27,34.148186,-118.141776,,4,
2025,2012-12-20,34.441146,-119.748892,,2,
2025,2014-12-31,34.253049,-118.598675,,3,
2025,2012-12-20,37.7153,-122.2145,,2,
2025,2013-01-22,33.49353,-117.146,,2,
2025,2013-02-15,37.42153,-122.14477,,2,
2025,2013-01-25,38.54215,-121.771,,2,
2025,2013-02-01,38.797142,-121.31234,,2,
2025,2013-02-21,38.431454,-121.299343,,1,
2025,2013-02-28,38.676631,-121.179577,,2,
2025,2013-02-21,38.568681,-121.492654,,2,
2025,2013-02-26,39.324006,-120.169783,,2,
2025,2013-04-01,33.730812,-116.38184,,3,
2025,2013-03-27,33.886925,-118.409726,,11,
2025,2013-03-19,37.430039,-122.147944,,2,
2025,2013-03-19,37.419672,-122.112723,,1,
2025,2013-03-26,34.077429,-117.81619,,2,
2025,2013-03-09,38.007147,-122.554769,,2,
2025,2013-05-01,34.409885,-119.69729,,1,
2025,2013-03-15,34.610085,-120.086464,,10,
2025,2013-03-27,34.283707,-118.781297,,2,
2025,2013-03-07,33.829433,-116.512914,,1,
2025,2013-08-07,33.819685,-116.521241,,2,
2025,2013-03-11,33.824715,-116.511192,,2,
2025,2013-03-07,33.822673,-116.51192,,2,
2025,2013-08-05,33.825249,-116.536722,,4,
2025,2013-08-07,33.843822,-116.529304,,2,
2025,2013-03-11,33.819689,-116.545883,,2,
2025,2013-03-11,33.828745,-116.515654,,1,
2025,2013-03-11,33.821773,-116.51006,,4,
2025,2013-09-01,33.867738,-116.552297,,2,
2025,2013-03-11,33.818721,-116.526678,,1,
2025,2013-08-06,33.820689,-116.547468,,2,
2025,2013-08-14,33.858372,-116.558122,,2,
2025,2013-09-01,33.837311,-116.540856,,1,
2025,2013-08-01,39.19591,-120.236254,,4,
2025,2013-08-23,33.726886,-117.800108,,1,
2025,2013-07-16,34.104235,-118.711535,,2,
2025,2013-07-23,38.24922,-122.041825,,8,
2025,2013-07-01,33.911161,-117.290022,,2,
2025,2013-09-15,38.596397,-121.49862,,2,
2025,2013-03-28,38.9032,-121.083857,,5,
2025,2013-03-06,38.533624,-121.759346,,9,
2025,2013-03-20,38.57894,-121.503857,,4,
2025,2013-03-05,34.605901,-120.101372,,2,
2025,2013-07-01,34.148874,-118.148914,,3,
2025,2013-07-01,33.887622,-117.838402,,1,
2025,2012-01-01,40.807267,-124.114418,,1,
2025,2013-11-01,33.737588,-117.030106,,1,
2025,2017-07-01,33.700072,-117.842978,,2,
2025,2013-11-15,32.744765,-117.030389,,1,
2025,2013-08-26,34.051634,-117.820001,16,24,
2025,2013-12-01,32.80377,-117.218255,,4,
2025,2013-11-01,34.922993,-120.423064,,1,
2025,2013-11-01,34.1629744,-118.8282546,,1,
2025,2013-11-01,33.196108,-117.250815,,2,
2025,2014-01-20,34.155502,-118.258897,,2,
2025,2014-01-01,34.068005,-118.444049,,28,
2025,2020-10-26,34.068375,-118.445041,,7,
2025,2012-07-18,33.458106,-117.107647,,10,
2025,2011-03-07,34.107363,-117.667072,1,,
2025,2014-03-11,37.700176,-121.892147,,2,
2025,2014-03-13,34.104155,-117.803402,,3,
2025,2014-03-24,38.553131,-121.434296,,19,
2025,2014-12-15,37.055147,-121.015402,10,,
2025,2014-01-01,35.61477,-121.145461,,1,
2025,2018-04-30,34.148044,-118.818336,,1,
2025,2014-02-01,37.039479,-122.068751,,1,
2025,2019-03-11,32.59584,-117.0253,,,1
2025,2011-02-01,37.810716,-122.263905,4,2,
2025,2014-04-01,38.679225,-121.753508,,2,
2025,2014-09-01,38.633369,-120.62423,1,,
2025,2014-07-01,33.872549,-118.360193,,1,
2025,2014-07-01,35.641205,-120.687141,,1,
2025,2014-08-01,33.9301594172696,-118.1594074,,25,
2025,2014-08-01,34.706156,-118.1248,,19,
2025,2014-08-01,34.055505,-118.248852,,40,6
2025,2014-08-01,34.055641,-118.244271,,4,
2025,2014-08-01,34.057657,-118.24789,,40,
2025,2014-08-01,34.060148,-118.250747,,40,12
2025,2020-02-18,34.050994,-118.174908,,4,
2025,2014-08-01,33.928019,-118.225363,,2,
2025,2014-08-01,34.060685,-118.168137,,2,
2025,2020-05-07,33.914865,-118.066813,,3,
2025,2021-06-02,34.105077,-117.802207,,5,
2025,2014-08-01,34.416259,-118.551228,,3,
2025,2014-08-01,34.103101,-118.07617,,2,
2025,2021-05-21,34.028667,-117.833689,,2,
2025,2014-08-01,34.084738,-118.383963,,2,
2025,2013-07-01,34.145121,-118.138228,,2,
2025,2013-07-01,34.144703,-118.146957,,5,40
2025,2014-08-01,38.542219,-121.771883,,1,
